213 | ICICL | 22.7 | 22.9 | 22.4 | 22.7 | 22.5 | 0.2 | 376 | 8.4030 | 370,398 | 
214 | BPML | 33.3 | 33.8 | 33.2 | 33.3 | 33.3 | 0 | 455 | 8.2200 | 245,477 | 
215 | SICL | 21.1 | 21.5 | 21 | 21.1 | 21.3 | -0.2 | 396 | 8.1220 | 382,842 | 
216 | ALIF | 5.8 | 6.2 | 5.7 | 5.8 | 5.9 | -0.1 | 481 | 8.0740 | 1,375,355 | 
217 | AFTABAUTO | 35.1 | 35.5 | 34.2 | 35.1 | 34.6 | 0.5 | 387 | 8.0020 | 228,273 | 
218 | EXIM1STMF | 4.7 | 4.8 | 4.5 | 4.7 | 4.5 | 0.2 | 184 | 7.9310 | 1,714,053 | 
219 | FIRSTSBANK | 4.1 | 4.2 | 4 | 4.1 | 4 | 0.1 | 368 | 7.9090 | 1,926,137 | 
220 | IFADAUTOS | 23.6 | 23.8 | 23.3 | 23.6 | 23.3 | 0.3 | 314 | 7.8670 | 333,524 | 
221 | BBS | 10.9 | 11.2 | 10.8 | 10.9 | 11 | -0.1 | 481 | 7.8260 | 718,880 | 
222 | GENEXIL | 24.5 | 24.7 | 23.5 | 24.5 | 23.7 | 0.8 | 428 | 7.7140 | 318,029 | 
223 | CONTININS | 24.4 | 25 | 24.2 | 24.4 | 24.6 | -0.2 | 332 | 7.5550 | 309,109 | 
224 | BNICL | 41.6 | 42.5 | 41.3 | 41.6 | 42 | -0.4 | 338 | 7.3900 | 176,427 | 
225 | AMBEEPHA | 815.5 | 835.1 | 811.4 | 815.5 | 826.9 | -11.4 | 551 | 7.3240 | 8,925 | 
226 | AIBL1STIMF | 5.6 | 5.8 | 5.5 | 5.6 | 5.7 | -0.1 | 305 | 7.2730 | 1,296,910 | 
227 | BENGALWTL | 18.7 | 18.9 | 18.4 | 18.7 | 18.4 | 0.3 | 313 | 7.2090 | 386,073 | 
228 | RELIANCINS | 62.3 | 62.5 | 60.6 | 62.3 | 61.4 | 0.9 | 317 | 7.1580 | 116,197 | 
229 | FEDERALINS | 21.6 | 22.3 | 21.1 | 21.6 | 22.2 | -0.6 | 411 | 7.0970 | 327,210 | 
230 | RUNNERAUTO | 27.9 | 28.5 | 27.5 | 28.2 | 27.6 | 0.3 | 315 | 6.9980 | 250,396 | 
231 | UNIONBANK | 3 | 3.1 | 2.9 | 3 | 3 | 0 | 247 | 6.9910 | 2,403,423 | 
232 | DGIC | 22.9 | 23.4 | 22.6 | 22.9 | 23.4 | -0.5 | 342 | 6.9800 | 303,564 | 
233 | GLDNJMF | 7.5 | 7.7 | 7.5 | 7.5 | 7.6 | -0.1 | 198 | 6.9790 | 925,355 | 
234 | RUPALIINS | 22.3 | 22.5 | 22.2 | 22.3 | 22.3 | 0 | 231 | 6.9240 | 309,249 | 
235 | PF1STMF | 5.5 | 5.6 | 5.4 | 5.5 | 5.4 | 0.1 | 97 | 6.8050 | 1,240,806 | 
236 | SUMITPOWER | 14.7 | 14.8 | 14.6 | 14.7 | 14.6 | 0.1 | 303 | 6.6990 | 457,425 | 
237 | CLICL | 44.7 | 46 | 44.2 | 44.7 | 46.1 | -1.4 | 377 | 6.5270 | 144,973 | 
238 | HEIDELBCEM | 249.2 | 255 | 249 | 249.2 | 253.4 | -4.2 | 400 | 6.5030 | 25,866 | 
239 | NITOLINS | 27.2 | 28.2 | 27.1 | 27.2 | 27.9 | -0.7 | 137 | 6.4950 | 235,970 | 
240 | AAMRANET | 18.6 | 18.8 | 18.4 | 18.6 | 18.5 | 0.1 | 270 | 6.4380 | 346,509 | 
241 | DULAMIACOT | 91.4 | 92 | 88.5 | 90.7 | 88.5 | 2.9 | 258 | 6.4240 | 72,142 | 
242 | EPGL | 17.3 | 17.4 | 17 | 17.3 | 16.9 | 0.4 | 376 | 6.3990 | 371,802 | 
243 | RELIANCE1 | 17 | 17.3 | 16.8 | 17 | 17.2 | -0.2 | 195 | 6.3560 | 374,126 | 
244 | JANATAINS | 25.9 | 26.5 | 25.3 | 25.5 | 27.3 | -1.4 | 329 | 6.2870 | 244,425 | 
245 | AMANFEED | 24.9 | 25 | 24.5 | 24.9 | 24.6 | 0.3 | 231 | 6.2370 | 252,570 | 
246 | SBACBANK | 9.1 | 9.3 | 8.9 | 9.1 | 8.9 | 0.2 | 295 | 6.2170 | 681,387 | 
247 | BBSCABLES | 16.5 | 16.7 | 16.2 | 16.5 | 16.4 | 0.1 | 275 | 6.1220 | 371,336 | 
248 | INDEXAGRO | 68.8 | 69.1 | 67.6 | 68.8 | 67.7 | 1.1 | 266 | 5.9650 | 86,987 | 
249 | PRIMELIFE | 39 | 39.4 | 37.9 | 39 | 38.1 | 0.9 | 240 | 5.8060 | 150,078 | 
250 | MIRACLEIND | 29.5 | 29.7 | 27.7 | 29.5 | 27.3 | 2.2 | 405 | 5.7350 | 199,137 | 
251 | ALARABANK | 19.2 | 19.5 | 18.8 | 19.2 | 18.8 | 0.4 | 235 | 5.6450 | 292,227 | 
252 | FORTUNE | 16 | 16.2 | 15.9 | 16 | 16 | 0 | 313 | 5.6260 | 350,702 | 
253 | INTECH | 21 | 21.3 | 20.5 | 21 | 20.8 | 0.2 | 277 | 5.3810 | 256,204 | 
254 | SIPLC | 48.8 | 49.1 | 48.5 | 48.8 | 48.9 | -0.1 | 250 | 5.3570 | 109,791 | 
255 | PHENIXINS | 27.8 | 29.1 | 27.2 | 27.3 | 27.3 | 0.5 | 209 | 5.3410 | 189,203 | 
256 | APEXTANRY | 69.9 | 72.9 | 69.6 | 69.9 | 70.9 | -1 | 379 | 5.2460 | 74,672 | 
257 | HAMI | 97.2 | 101.2 | 96.5 | 97.2 | 101.2 | -4 | 366 | 5.1520 | 52,117 | 
258 | EASTERNINS | 46.7 | 47.3 | 46 | 46.7 | 46.8 | -0.1 | 173 | 4.9740 | 106,785 | 
259 | SILVAPHL | 10.6 | 10.7 | 10.5 | 10.6 | 10.5 | 0.1 | 197 | 4.9600 | 468,128 | 
260 | APEXFOODS | 221.8 | 225.9 | 220.1 | 221.8 | 222.5 | -0.7 | 268 | 4.9340 | 22,236 | 
261 | DELTASPINN | 5.8 | 6 | 5.8 | 5.8 | 5.7 | 0.1 | 250 | 4.8980 | 829,375 | 
262 | WATACHEM | 122.2 | 124.9 | 121.3 | 122.2 | 121.3 | 0.9 | 350 | 4.8430 | 39,510 | 
263 | ACIFORMULA | 139.7 | 141.6 | 136.2 | 139.7 | 136.2 | 3.5 | 292 | 4.7100 | 33,782 | 
264 | GENNEXT | 2.7 | 2.8 | 2.7 | 2.7 | 2.7 | 0 | 160 | 4.5940 | 1,686,743 | 
265 | KEYACOSMET | 4.7 | 4.9 | 4.7 | 4.7 | 4.8 | -0.1 | 282 | 4.5290 | 948,700 | 
266 | PRIMEFIN | 4.3 | 4.6 | 4.1 | 4.2 | 4.3 | 0 | 126 | 4.4820 | 1,085,280 | 
267 | PDL | 6.8 | 7.4 | 6.8 | 6.8 | 6.8 | 0 | 289 | 4.4570 | 629,842 | 
268 | NEWLINE | 7 | 7.5 | 7 | 7 | 7.2 | -0.2 | 287 | 4.2780 | 597,543 | 
269 | SAFKOSPINN | 13.6 | 14.4 | 13.6 | 13.6 | 13.6 | 0 | 211 | 4.2160 | 305,666 | 
270 | ACTIVEFINE | 8.5 | 9.1 | 8.5 | 8.5 | 8.8 | -0.3 | 276 | 4.1990 | 486,225 | 
271 | AOL | 15.3 | 15.4 | 15.2 | 15.3 | 15.3 | 0 | 118 | 4.0630 | 265,578 | 
272 | WMSHIPYARD | 8.9 | 9.1 | 8.7 | 8.9 | 8.8 | 0.1 | 199 | 4.0210 | 449,591 | 
273 | EASTLAND | 19.4 | 20 | 19.4 | 19.5 | 19.7 | -0.3 | 250 | 4.0070 | 204,869 | 
274 | METROSPIN | 11.9 | 12.5 | 11.6 | 11.9 | 11.4 | 0.5 | 251 | 3.9310 | 323,069 | 
275 | LRBDL | 14.2 | 14.4 | 14.1 | 14.2 | 14.2 | 0 | 319 | 3.8850 | 273,895 | 
276 | VFSTDL | 7.4 | 7.8 | 7.4 | 7.4 | 7.4 | 0 | 188 | 3.8130 | 498,593 | 
277 | ISLAMIINS | 41 | 42 | 40.5 | 41 | 40.3 | 0.7 | 242 | 3.7460 | 91,412 | 
278 | EMERALDOIL | 21.3 | 22 | 21.1 | 21.3 | 21.6 | -0.3 | 306 | 3.6970 | 173,240 | 
279 | ISNLTD | 42.4 | 42.9 | 42.3 | 42.4 | 42.4 | 0 | 240 | 3.6370 | 85,515 | 
280 | RINGSHINE | 3 | 3.2 | 3 | 3 | 3 | 0 | 175 | 3.6070 | 1,167,950 | 
281 | REPUBLIC | 29.7 | 30.4 | 29.6 | 29.7 | 30.3 | -0.6 | 197 | 3.6000 | 120,846 | 
282 | FBFIF | 3.7 | 3.7 | 3.5 | 3.7 | 3.5 | 0.2 | 174 | 3.5700 | 989,000 | 
283 | OAL | 7.4 | 7.7 | 7.3 | 7.3 | 7.5 | -0.1 | 259 | 3.4840 | 468,681 | 
284 | BGIC | 32.5 | 34 | 32.3 | 32.5 | 33.3 | -0.8 | 326 | 3.4720 | 106,200 | 
285 | CAPMBDBLMF | 9.4 | 9.7 | 9.3 | 9.4 | 9.6 | -0.2 | 114 | 3.3850 | 352,078 | 
286 | AMCL(PRAN) | 238 | 238 | 223.2 | 236 | 224 | 14 | 318 | 3.3130 | 14,222 | 
287 | GREENDELT | 50 | 50.5 | 48.9 | 50 | 48.9 | 1.1 | 175 | 3.3000 | 66,482 | 
288 | PHPMF1 | 3.5 | 3.5 | 3.4 | 3.5 | 3.4 | 0.1 | 99 | 3.2330 | 924,497 | 
289 | ICBIBANK | 3 | 3.1 | 2.9 | 3 | 2.9 | 0.1 | 108 | 3.1640 | 1,055,024 | 
290 | PROGRESLIF | 50.3 | 53 | 49.8 | 50.3 | 51.7 | -1.4 | 242 | 3.1360 | 61,748 | 
291 | FAREASTLIF | 29.9 | 30.3 | 28.6 | 29.9 | 29.1 | 0.8 | 199 | 3.1350 | 104,983 | 
292 | 1JANATAMF | 3.5 | 3.6 | 3.5 | 3.5 | 3.5 | 0 | 152 | 3.1220 | 891,683 | 
293 | CROWNCEMNT | 50.4 | 50.9 | 49.3 | 50.4 | 49.8 | 0.6 | 179 | 3.0220 | 60,077 | 
294 | HWAWELLTEX | 44.9 | 47 | 43.7 | 44.4 | 42.9 | 2 | 176 | 3.0190 | 66,990 | 
295 | IFIC1STMF | 3.8 | 3.9 | 3.8 | 3.8 | 3.8 | 0 | 59 | 2.9140 | 763,053 | 
296 | CNATEX | 3.4 | 3.5 | 3.2 | 3.4 | 3.3 | 0.1 | 209 | 2.8340 | 842,554 | 
297 | BATASHOE | 875.9 | 898 | 860.1 | 875.9 | 874.5 | 1.4 | 180 | 2.8290 | 3,240 | 
298 | PARAMOUNT | 40.6 | 41.6 | 40.5 | 40.6 | 41 | -0.4 | 182 | 2.8050 | 68,676 | 
299 | IFILISLMF1 | 5 | 5.1 | 4.9 | 5 | 5 | 0 | 66 | 2.7380 | 549,424 | 
300 | DESCO | 25.1 | 25.4 | 24.8 | 25.1 | 25.1 | 0 | 109 | 2.6860 | 107,099 | 
301 | ARAMIT | 193.9 | 199 | 190 | 193.9 | 195.2 | -1.3 | 309 | 2.6780 | 13,857 | 
302 | ASIAINS | 26.8 | 27.9 | 26.3 | 26.8 | 27.8 | -1 | 257 | 2.6280 | 97,376 | 
303 | PADMALIFE | 20.1 | 21.8 | 20.1 | 20.4 | 21 | -0.9 | 287 | 2.6180 | 128,115 | 
304 | DAFODILCOM | 54.1 | 54.9 | 53.9 | 54.1 | 54 | 0.1 | 216 | 2.4670 | 45,465 | 
305 | AGRANINS | 26.4 | 27.4 | 26.2 | 26.4 | 27 | -0.6 | 242 | 2.4400 | 92,220 | 
306 | SIBL | 8.3 | 8.4 | 8.1 | 8.3 | 8.2 | 0.1 | 115 | 2.3580 | 283,455 | 
307 | TRUSTB1MF | 3.9 | 3.9 | 3.7 | 3.8 | 3.8 | 0.1 | 47 | 2.3520 | 618,360 | 
308 | DACCADYE | 16.6 | 17.3 | 16.6 | 16.6 | 16.6 | 0 | 91 | 2.2700 | 134,849 | 
309 | SEMLFBSLGF | 5.7 | 5.8 | 5.7 | 5.7 | 5.8 | -0.1 | 61 | 2.2250 | 384,970 | 
310 | ISLAMICFIN | 8.7 | 8.9 | 8.6 | 8.7 | 8.7 | 0 | 127 | 2.1720 | 250,408 | 
311 | SSSTEEL | 5.9 | 6 | 5.9 | 5.9 | 5.9 | 0 | 180 | 2.1460 | 363,186 | 
312 | ICBAGRANI1 | 7.3 | 7.3 | 7 | 7.3 | 7.1 | 0.2 | 91 | 2.1050 | 292,826 | 
313 | KPCL | 10.9 | 11.1 | 10.8 | 10.9 | 10.9 | 0 | 221 | 2.0930 | 191,994 | 
314 | BDFINANCE | 11.3 | 11.5 | 10.8 | 11 | 11 | 0.3 | 73 | 2.0030 | 180,503 | 
315 | UTTARAFIN | 17.8 | 18.4 | 16.6 | 17.8 | 17.1 | 0.7 | 198 | 1.9920 | 114,203 | 
316 | DHAKAINS | 37.8 | 38.2 | 37.3 | 37.8 | 38.3 | -0.5 | 121 | 1.9430 | 51,301 | 
317 | NBL | 3.8 | 3.9 | 3.8 | 3.8 | 3.8 | 0 | 123 | 1.9430 | 505,772 | 
318 | GBBPOWER | 7.3 | 7.7 | 7.2 | 7.3 | 7.5 | -0.2 | 127 | 1.7480 | 239,092 | 
319 | HFL | 8.6 | 9 | 8.6 | 8.6 | 8.7 | -0.1 | 119 | 1.7430 | 199,071 | 
320 | JMISMDL | 143.7 | 147.8 | 141 | 143.7 | 142 | 1.7 | 132 | 1.7110 | 11,924 | 
321 | FASFIN | 2.9 | 3 | 2.8 | 2.9 | 2.9 | 0 | 51 | 1.6890 | 582,208 | 
322 | MERCINS | 27.1 | 27.6 | 26.7 | 27.1 | 27.9 | -0.8 | 84 | 1.6050 | 59,267 | 
323 | RANFOUNDRY | 155.3 | 156 | 151.4 | 155.3 | 152.9 | 2.4 | 87 | 1.5900 | 10,264 | 
324 | ECABLES | 115.4 | 117.8 | 114 | 115.4 | 114.2 | 1.2 | 148 | 1.5510 | 13,503 | 
325 | EBLNRBMF | 3.5 | 3.6 | 3.5 | 3.5 | 3.5 | 0 | 90 | 1.5360 | 432,770 | 
326 | VAMLBDMF1 | 7 | 7.2 | 7 | 7 | 7.1 | -0.1 | 49 | 1.4690 | 207,547 | 
327 | AZIZPIPES | 52.3 | 53.3 | 52.3 | 52.7 | 52.7 | -0.4 | 134 | 1.4570 | 27,597 | 
328 | VAMLRBBF | 6.3 | 6.3 | 6 | 6.2 | 6.1 | 0.2 | 103 | 1.4550 | 235,373 | 
329 | NAVANACNG | 22.3 | 22.6 | 22.3 | 22.3 | 22.3 | 0 | 81 | 1.4510 | 64,971 | 
330 | SONALILIFE | 57.5 | 57.5 | 56.1 | 57.3 | 56.8 | 0.7 | 177 | 1.4480 | 25,496 | 
331 | YPL | 14.4 | 14.9 | 14.3 | 14.4 | 14.6 | -0.2 | 112 | 1.3220 | 90,685 | 
332 | UNILEVERCL | 2 | 2,543 | 2,471.5 | 2,498.7 | 2 | 23.8 | 101 | 1.2970 | 521 | 
333 | MEGCONMILK | 17.5 | 17.8 | 17.4 | 17.5 | 17.5 | 0 | 158 | 1.2860 | 73,500 | 
334 | NORTHRNINS | 30.9 | 31.5 | 29.7 | 30.3 | 30.7 | 0.2 | 144 | 1.2640 | 41,832 | 
335 | PENINSULA | 10.9 | 11.2 | 10.9 | 10.9 | 11 | -0.1 | 98 | 1.2600 | 115,068 | 
336 | SKTRIMS | 10.2 | 10.4 | 10.1 | 10.2 | 10.1 | 0.1 | 77 | 1.2250 | 119,704 | 
337 | PRAGATIINS | 51.7 | 52.9 | 51.2 | 51.7 | 51.7 | 0 | 88 | 1.1980 | 23,158 | 
338 | APOLOISPAT | 3.3 | 3.5 | 3.3 | 3.3 | 3.4 | -0.1 | 97 | 1.1740 | 351,908 | 
339 | FAREASTFIN | 3.8 | 3.9 | 3.5 | 3.8 | 3.7 | 0.1 | 82 | 1.1190 | 295,634 | 
340 | ASIAPACINS | 34.2 | 34.8 | 33.5 | 33.9 | 34.5 | -0.3 | 100 | 1.1000 | 32,152 | 
341 | TALLUSPIN | 5.5 | 5.6 | 5.4 | 5.5 | 5.2 | 0.3 | 128 | 1.0940 | 199,697 | 
342 | POPULAR1MF | 3.6 | 3.7 | 3.6 | 3.6 | 3.6 | 0 | 24 | 1.0700 | 297,081 | 
343 | GSPFINANCE | 5 | 5.1 | 4.9 | 5 | 5 | 0 | 102 | 1.0310 | 206,200 | 
344 | PRIMETEX | 14.1 | 15 | 14.1 | 14.2 | 14.1 | 0 | 192 | 1.0120 | 69,056 | 
345 | ICBAMCL2ND | 6.2 | 6.4 | 6.1 | 6.3 | 6.2 | 0 | 54 | 0.9680 | 155,805 | 
346 | FAMILYTEX | 2.3 | 2.4 | 2.3 | 2.3 | 2.3 | 0 | 114 | 0.9390 | 407,393 | 
347 | ATLASBANG | 65.5 | 65.6 | 63.3 | 65.4 | 63.7 | 1.8 | 164 | 0.9230 | 14,307 | 
348 | LRGLOBMF1 | 4 | 4 | 3.8 | 3.9 | 3.8 | 0.2 | 57 | 0.8960 | 229,820 | 
349 | ANLIMAYARN | 22.4 | 23.5 | 22.4 | 22.4 | 22 | 0.4 | 68 | 0.8860 | 38,649 | 
350 | NORTHERN | 114.9 | 115.5 | 111.1 | 114.9 | 113.2 | 1.7 | 95 | 0.8500 | 7,457 | 
351 | GHCL | 20.1 | 20.7 | 19.3 | 20.2 | 20.3 | -0.2 | 117 | 0.8350 | 41,347 | 
352 | ICB3RDNRB | 4.9 | 5 | 4.9 | 4.9 | 4.8 | 0.1 | 54 | 0.8330 | 169,903 | 
353 | PURABIGEN | 18.5 | 18.8 | 18.4 | 18.5 | 18.6 | -0.1 | 79 | 0.8300 | 44,821 | 
354 | RSRMSTEEL | 10.3 | 11 | 10.3 | 10.4 | 10.6 | -0.3 | 90 | 0.8060 | 76,982 | 
355 | CAPMIBBLMF | 8.8 | 8.9 | 8.7 | 8.8 | 8.8 | 0 | 57 | 0.7950 | 90,644 | 
356 | ALLTEX | 10.8 | 11.2 | 10.5 | 10.6 | 10.9 | -0.1 | 111 | 0.7890 | 74,463 | 
357 | MBL1STMF | 4.9 | 5 | 4.9 | 4.9 | 4.8 | 0.1 | 45 | 0.7770 | 158,499 | 
358 | REGENTTEX | 3.8 | 3.8 | 3.7 | 3.8 | 3.5 | 0.3 | 72 | 0.6800 | 181,660 | 
359 | MIDASFIN | 7.6 | 7.7 | 7.4 | 7.5 | 7.6 | 0 | 57 | 0.6650 | 88,794 | 
360 | UNIONCAP | 5.1 | 5.2 | 4.9 | 5.1 | 4.9 | 0.2 | 75 | 0.6200 | 122,361 | 
361 | NFML | 10.9 | 11 | 10.6 | 10.9 | 10.6 | 0.3 | 72 | 0.5940 | 54,641 | 
362 | NCCBLMF1 | 5.6 | 5.7 | 5.5 | 5.6 | 5.6 | 0 | 62 | 0.5580 | 100,364 | 
363 | TUNGHAI | 2.6 | 2.8 | 2.6 | 2.7 | 2.6 | 0 | 91 | 0.5370 | 194,394 | 
364 | SEMLIBBLSF | 7.1 | 7.3 | 7.1 | 7.2 | 7.2 | -0.1 | 48 | 0.5300 | 73,789 | 
365 | ARAMITCEM | 13 | 13.7 | 13 | 13 | 13.1 | -0.1 | 65 | 0.5260 | 40,410 | 
366 | PLFSL | 2.1 | 2.2 | 2 | 2.1 | 2.1 | 0 | 101 | 0.5160 | 246,073 | 
367 | NTC | 171 | 172 | 166.7 | 170.3 | 166.2 | 4.8 | 72 | 0.4980 | 2,914 | 
368 | ILFSL | 3 | 3.1 | 2.9 | 3 | 3 | 0 | 42 | 0.4660 | 155,622 | 
369 | SHYAMPSUG | 130 | 138.1 | 130 | 130 | 130.3 | -0.3 | 48 | 0.4630 | 3,480 | 
370 | GREENDELMF | 4.3 | 4.3 | 4.2 | 4.2 | 4.1 | 0.2 | 24 | 0.4490 | 106,785 | 
371 | NURANI | 3.2 | 3.3 | 3.1 | 3.2 | 3.1 | 0.1 | 38 | 0.4230 | 131,962 | 
372 | ZAHINTEX | 4.4 | 4.7 | 4.4 | 4.4 | 4.4 | 0 | 55 | 0.4130 | 92,340 | 
373 | PHOENIXFIN | 3.6 | 3.8 | 3.5 | 3.6 | 3.7 | -0.1 | 43 | 0.3770 | 105,357 | 
374 | PRIME1ICBA | 5.2 | 5.3 | 5.1 | 5.2 | 5.2 | 0 | 24 | 0.3520 | 67,770 | 
375 | EBL1STMF | 4.7 | 4.7 | 4.6 | 4.7 | 4.6 | 0.1 | 37 | 0.3150 | 68,114 | 
376 | SHURWID | 7 | 7.2 | 7 | 7 | 7.1 | -0.1 | 48 | 0.3130 | 44,323 | 
377 | MEGHNAPET | 25.5 | 27 | 24.6 | 25.3 | 25 | 0.5 | 50 | 0.2480 | 9,814 | 
378 | ICBEPMF1S1 | 5.3 | 5.3 | 5.2 | 5.3 | 5.2 | 0.1 | 26 | 0.2470 | 46,690 | 
379 | AFCAGRO | 8 | 8.3 | 8 | 8 | 8.2 | -0.2 | 38 | 0.2390 | 29,616 | 
380 | MEGHNACEM | 42.1 | 44.8 | 42 | 42.3 | 43.3 | -1.2 | 43 | 0.2300 | 5,378 | 
381 | MITHUNKNIT | 15.3 | 15.7 | 15.3 | 15.3 | 15.1 | 0.2 | 27 | 0.2230 | 14,571 | 
382 | BAYLEASING | 4.7 | 4.8 | 4.6 | 4.7 | 4.6 | 0.1 | 63 | 0.2200 | 46,907 | 
383 | AAMRATECH | 12.8 | 13 | 12.8 | 12.8 | 12.8 | 0 | 59 | 0.2140 | 16,684 | 
384 | BDWELDING | 10.2 | 10.8 | 10.2 | 10.2 | 10.3 | -0.1 | 41 | 0.2100 | 20,509 | 
385 | USMANIAGL | 34.7 | 35.3 | 34.5 | 34.7 | 35.3 | -0.6 | 41 | 0.2070 | 5,953 | 
386 | TAKAFULINS | 35.3 | 35.6 | 34.8 | 35.3 | 34.7 | 0.6 | 38 | 0.1770 | 5,034 | 
387 | JUTESPINN | 204 | 212 | 203.6 | 204 | 203.4 | 0.6 | 32 | 0.1270 | 623 | 
388 | BIFC | 6.1 | 6.3 | 6 | 6.1 | 6.2 | -0.1 | 24 | 0.1170 | 19,286 | 
389 | ZEALBANGLA | 84.8 | 88.9 | 84.6 | 84.8 | 84.6 | 0.2 | 27 | 0.0930 | 1,099 | 
390 | STANCERAM | 71 | 72 | 68 | 68.2 | 70 | 1 | 28 | 0.0910 | 1,326 | 
391 | PREMIERLEA | 3 | 3 | 2.9 | 2.9 | 3 | 0 | 9 | 0.0770 | 26,186 | 
392 | RENWICKJA | 679.7 | 681 | 676.3 | 679.7 | 674.7 | 5 | 13 | 0.0390 | 58 | 
393 | FIRSTFIN | 3.2 | 3.2 | 3.1 | 3.1 | 3.1 | 0.1 | 6 | 0.0330 | 10,707 | 
394 | BEXIMCO | 110.1 | 110.1 | 110.1 | 110.1 | 110.1 | 0 | 1 | 0.0000 | 2 | 
395 | SAVAREFR | 0 | 0 | 0 | 215.5 | 215.5 | -- | 0 | 0.0000 | 0 | 
396 | BDSERVICE | 0 | 0 | 0 | 5.2 | 5.2 | -- | 0 | 0.0000 | 0 | 
397 | ATCSLGF | 0 | 0 | 0 | 7.5 | 7.5 | -- | 0 | 0.0000 | 0 | 
